-1.000	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
3.603	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
4.033	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
7.780	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
8.883	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
10.015	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
10.015	0.700	0.600	-0.050	-0.350	0.200	0.000	-0.900
11.489	0.700	0.600	-0.050	-0.350	0.200	0.000	-0.900
11.489	0.500	0.200	-0.450	-0.550	0.600	-0.400	1.000
12.000	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
13.355	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
13.355	0.500	0.200	-0.450	-0.550	0.600	-0.400	1.000
13.900	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
17.464	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
17.464	0.500	0.200	-0.450	-0.550	0.600	-0.400	1.000
18.000	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
31.665	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
31.665	0.500	0.200	-0.450	-0.550	0.600	-0.400	1.000
32.000	0.800	0.200	-0.450	-0.550	0.600	-0.400	-0.900
33.623	0.800	0.200	-0.450	-0.550	0.600	-0.400	-0.900
33.623	1.000	0.600	-0.050	-0.350	0.200	0.000	-0.900
37.741	1.000	0.600	-0.050	-0.350	0.200	0.000	-0.900
37.741	0.800	0.200	-0.450	-0.550	0.600	-0.400	-0.900
40.382	0.800	0.200	-0.450	-0.550	0.600	-0.400	-0.900
40.382	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
46.401	0.500	0.200	-0.450	-0.550	0.600	-0.400	-0.900
46.401	1.000	0.600	-0.050	-0.350	0.200	0.000	-0.900
47.401	1.000	0.600	-0.050	-0.350	0.200	0.000	-0.900
