-1.000	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
3.603	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
4.033	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
5.527	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
5.527	0.800	0.350	-0.050	-0.150	0.000	-0.200	-0.900
6.000	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
11.000	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
11.489	0.800	0.350	-0.050	-0.150	0.000	-0.200	-0.900
11.489	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
31.665	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
31.665	1.000	0.350	-0.450	-0.550	0.400	-0.600	-0.900
32.000	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
33.623	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
33.623	1.000	0.350	-0.450	-0.550	0.400	-0.600	-0.900
34.000	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
37.741	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
37.741	1.000	0.350	-0.450	-0.550	0.400	-0.600	-0.900
38.000	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
40.382	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
40.382	1.000	0.350	-0.450	-0.550	0.400	-0.600	-0.900
41.000	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
47.400	0.500	0.150	-0.450	-0.550	0.400	-0.600	-0.900
